0.499988674310636,0.0104675505931613
0.424449375475352,0.0174459176552688
0.327058030218682,0.0279134682484298
0.237737109840892,0.0739706908583392
0.181477183527569,0.138171667829728
0.168266638091081,0.219818562456385
0.153769320101443,0.332170272156315
0.151124336031461,0.450802512212143
0.157854844737867,0.559665038381019
0.17273244452808,0.642707606420098
0.230025622194169,0.750872295882763
0.281120162950534,0.824145150034892
0.324117271414918,0.883461270062805
0.378372115107337,0.92533147243545
0.466952074038645,0.972784368457781
